GENERATOR,TEST-LOSS,TEST-ACCURACY,# OUT OF 15 NIST TESTS PASSED,monobit,frequency_within_block,runs,longest_run_ones_in_a_block,binary_matrix_rank,dft,non_overlapping_template_matching,overlapping_template_matching,maurers_universal,linear_complexity,serial,approximate_entropy,cumulative_sums,random_excursion,random_excursion_variant
lfsr_(15-14)_ext,0.7281,0.5472,0
lfsr_(15-14)_int,0.7526,0.5671,0
lfsr_(16-15-13-4)_ext,0.7724,0.4898,0
lfsr_(16-15-13-4)_int,0.7442,0.4901,0
lfsr_(17-14)_ext,0.7631,0.5748,0
lfsr_(17-14)_int,0.7326,0.5510,0
lfsr_(18-11)_ext,0.7296,0.5674,0
lfsr_(18-11)_int,0.7984,0.5443,0
lfsr_(19-18-17-14)_ext,0.7648,0.4803,0
lfsr_(19-18-17-14)_int,0.7315,0.5111,0
lfsr_(20-17)_ext,0.7333,0.5553,0
lfsr_(20-17)_int,0.7146,0.5528,0
lfsr_(21-19)_ext,0.7362,0.5469,0
lfsr_(21-19)_int,0.7142,0.5679,0
lfsr_(22-21)_ext,0.7941,0.5495,0
lfsr_(22-21)_int,0.7363,0.5687,0
lfsr_(23-18)_ext_out(22-17-xor-9-xor-0-xor),0.7970,0.5564,0
lfsr_(23-18)_ext_out(17-9-and-0-xor),0.7730,0.4990,0
lfsr_(23-18)_ext_out(22-11-9-3-0-xor-xor-xor-xor),0.7560,0.5692,0
lfsr_(23-18)_ext_out(22-0-xor),0.7432,0.5484,0
lfsr_(23-18)_ext_out(22-0-and),0.0057,0.9980,0
lfsr_(23-18)_int_out(22-17-xor-9-xor-0-xor),0.7333,0.5559,0
lfsr_(23-18)_int_out(17-9-and-0-xor),0.7542,0.5085,0
lfsr_(23-18)_int_out(22-11-9-3-0-xor-xor-xor-xor),0.7148,0.5615,0
lfsr_(23-18)_int_out(22-0-xor),0.7059,0.5810,0
lfsr_(23-18)_int_out(22-0-and),0.0029,0.9993,0
lfsr_(24-23-22-17)_ext_out(22-17-xor-9-xor-0-xor),0.7416,0.5093,0
lfsr_(24-23-22-17)_ext_out(17-9-and-0-xor),0.7348,0.5162,0
lfsr_(24-23-22-17)_ext_out(22-11-9-3-0-xor-xor-xor-xor),0.7308,0.4995,0
lfsr_(24-23-22-17)_ext_out(22-0-xor),0.7111,0.4960,0
lfsr_(24-23-22-17)_ext_out(22-0-and),0.0017,0.9995,0
lfsr_(24-23-22-17)_int_out(22-17-xor-9-xor-0-xor),0.7481,0.4883,0
lfsr_(24-23-22-17)_int_out(17-9-and-0-xor),0.5689,0.7451,0
lfsr_(24-23-22-17)_int_out(22-11-9-3-0-xor-xor-xor-xor),0.7517,0.4995,0
lfsr_(24-23-22-17)_int_out(22-0-xor),0.7688,0.4957,0
lfsr_(24-23-22-17)_int_out(22-0-and),0.0046,0.9985,0
