GENERATOR,TEST-LOSS,TEST-ACCURACY,# OUT OF 15 NIST TESTS PASSED,monobit,frequency_within_block,runs,longest_run_ones_in_a_block,binary_matrix_rank,dft,non_overlapping_template_matching,overlapping_template_matching,maurers_universal,linear_complexity,serial,approximate_entropy,cumulative_sums,random_excursion,random_excursion_variant
lfsr_(15-14)_ext,0.7538,0.4793,0
lfsr_(15-14)_int,0.7808,0.4762,0
lfsr_(16-15-13-4)_ext,0.9634,0.4834,0
lfsr_(16-15-13-4)_int,0.7305,0.5152,0
lfsr_(17-14)_ext,0.8649,0.4880,0
lfsr_(17-14)_int,0.8019,0.4947,0
lfsr_(18-11)_ext,0.8009,0.5131,0
lfsr_(18-11)_int,0.7723,0.5121,0
lfsr_(19-18-17-14)_ext,0.7571,0.4942,0
lfsr_(19-18-17-14)_int,0.8820,0.5075,0
lfsr_(20-17)_ext,0.8004,0.5080,0
lfsr_(20-17)_int,0.7733,0.5059,0
lfsr_(21-19)_ext,0.7729,0.4865,0
lfsr_(21-19)_int,0.8628,0.5208,0
lfsr_(22-21)_ext,0.8086,0.5141,0
lfsr_(22-21)_int,0.8300,0.5172,0
lfsr_(23-18)_ext_out(22-17-xor-9-xor-0-xor),0.7426,0.5187,0
lfsr_(23-18)_ext_out(17-9-and-0-xor),0.7736,0.4988,0
lfsr_(23-18)_ext_out(22-11-9-3-0-xor-xor-xor-xor),0.7705,0.5090,0
lfsr_(23-18)_ext_out(22-0-xor),0.7850,0.5249,0
lfsr_(23-18)_ext_out(22-0-and),0.0187,0.9919,0
lfsr_(23-18)_int_out(22-17-xor-9-xor-0-xor),0.7949,0.4993,0
lfsr_(23-18)_int_out(17-9-and-0-xor),0.7349,0.4788,0
lfsr_(23-18)_int_out(22-11-9-3-0-xor-xor-xor-xor),0.7374,0.5044,0
lfsr_(23-18)_int_out(22-0-xor),0.7714,0.5003,0
lfsr_(23-18)_int_out(22-0-and),0.0008,1.0000,0
lfsr_(24-23-22-17)_ext_out(22-17-xor-9-xor-0-xor),0.7467,0.4972,0
lfsr_(24-23-22-17)_ext_out(17-9-and-0-xor),0.7712,0.5008,0
lfsr_(24-23-22-17)_ext_out(22-11-9-3-0-xor-xor-xor-xor),0.7760,0.4988,0
lfsr_(24-23-22-17)_ext_out(22-0-xor),0.8128,0.5065,0
lfsr_(24-23-22-17)_ext_out(22-0-and),0.0075,0.9970,0
lfsr_(24-23-22-17)_int_out(22-17-xor-9-xor-0-xor),0.8412,0.4916,0
lfsr_(24-23-22-17)_int_out(17-9-and-0-xor),0.8155,0.5459,0
lfsr_(24-23-22-17)_int_out(22-11-9-3-0-xor-xor-xor-xor),0.7535,0.4931,0
lfsr_(24-23-22-17)_int_out(22-0-xor),0.7868,0.4880,0
lfsr_(24-23-22-17)_int_out(22-0-and),0.0030,0.9985,0
